alpha,beta,living_loss,object_loss,living_acc,object_acc,avg_loss,worst_loss,avg_acc,worst_acc
-0.025000000000000022,0.575,1.577234344482422,0.36704153060913086,0.6033333333333334,0.875,0.9721379375457764,1.577234344482422,0.7391666666666667,0.6033333333333334
-0.025000000000000022,0.6499999999999999,1.749174830118815,0.36420942306518556,0.575,0.8725,1.0566921265920004,1.749174830118815,0.72375,0.575
-0.025000000000000022,0.725,1.9480279286702473,0.3640076923370361,0.5433333333333333,0.8725,1.1560178105036418,1.9480279286702473,0.7079166666666667,0.5433333333333333
-0.025000000000000022,0.8,2.175373738606771,0.366220064163208,0.505,0.8725,1.2707969013849894,2.175373738606771,0.68875,0.505
-0.025000000000000022,0.875,2.4318506876627604,0.37064449310302733,0.455,0.875,1.4012475903828938,2.4318506876627604,0.665,0.455
-0.025000000000000022,0.95,2.716889394124349,0.37708226203918455,0.42,0.88,1.5469858280817668,2.716889394124349,0.65,0.42
-0.025000000000000022,1.025,3.0287315877278647,0.3853612041473389,0.375,0.8775,1.7070463959376019,3.0287315877278647,0.62625,0.375
-0.025000000000000022,1.0999999999999999,3.3649676005045572,0.3953629779815674,0.345,0.8775,1.8801652892430623,3.3649676005045572,0.61125,0.345
-0.025000000000000022,1.175,3.7231401062011718,0.4070344543457031,0.325,0.875,2.0650872802734375,3.7231401062011718,0.6,0.325
-0.025000000000000022,1.25,4.100997060139974,0.42037951469421386,0.3,0.875,2.260688287417094,4.100997060139974,0.5875,0.3
0.04999999999999999,-0.25,0.805317497253418,0.8139819526672363,0.765,0.7675,0.8096497249603272,0.8139819526672363,0.76625,0.765
0.04999999999999999,-0.175,0.8160441589355468,0.7184579658508301,0.7683333333333333,0.78,0.7672510623931885,0.8160441589355468,0.7741666666666667,0.7683333333333333
0.04999999999999999,-0.1,0.83113587697347,0.6402925491333008,0.765,0.7975,0.7357142130533854,0.83113587697347,0.78125,0.765
0.04999999999999999,-0.025000000000000022,0.8516336313883464,0.5765676307678222,0.7566666666666667,0.8225,0.7141006310780843,0.8516336313883464,0.7895833333333333,0.7566666666666667
0.04999999999999999,0.04999999999999999,0.8787787119547527,0.5248423194885254,0.7516666666666667,0.8325,0.701810515721639,0.8787787119547527,0.7920833333333334,0.7516666666666667
0.04999999999999999,0.125,0.914058100382487,0.4831668281555176,0.7383333333333333,0.84,0.6986124642690024,0.914058100382487,0.7891666666666666,0.7383333333333333
0.04999999999999999,0.19999999999999996,0.9592413838704427,0.4499784278869629,0.7283333333333334,0.85,0.7046099058787028,0.9592413838704427,0.7891666666666667,0.7283333333333334
0.04999999999999999,0.275,1.0163490549723306,0.4239677333831787,0.7183333333333334,0.8575,0.7201583941777547,1.0163490549723306,0.7879166666666667,0.7183333333333334
0.04999999999999999,0.35,1.087562344868978,0.4039984893798828,0.6883333333333334,0.8625,0.7457804171244304,1.087562344868978,0.7754166666666666,0.6883333333333334
0.04999999999999999,0.42499999999999993,1.1751186498006185,0.3890987873077393,0.6683333333333333,0.87,0.7821087185541789,1.1751186498006185,0.7691666666666667,0.6683333333333333
0.04999999999999999,0.5,1.2812896474202473,0.37847198486328126,0.6516666666666666,0.8725,0.8298808161417643,1.2812896474202473,0.7620833333333333,0.6516666666666666
0.04999999999999999,0.575,1.4084380849202474,0.37149169921875,0.635,0.87,0.8899648920694987,1.4084380849202474,0.7525,0.635
0.04999999999999999,0.6499999999999999,1.5590308380126954,0.36768404006958005,0.605,0.87,0.9633574390411377,1.5590308380126954,0.7375,0.605
0.04999999999999999,0.725,1.7355213928222657,0.3667018985748291,0.57,0.87,1.0511116456985474,1.7355213928222657,0.72,0.57
0.04999999999999999,0.8,1.940048573811849,0.36828901290893556,0.535,0.87,1.1541687933603924,1.940048573811849,0.7025,0.535
0.04999999999999999,0.875,2.174041239420573,0.37223584175109864,0.495,0.875,1.2731385405858358,2.174041239420573,0.685,0.495
