pattern,layer,expert,old_nonbase_weight,new_nonbase_weight,delta_scale,scaled,max_relative_delta_norm,predicted_max_relative_delta_norm
.*layers\.1\..*experts\.124\..*,1.0,124.0,0.045712,0.045712,1.0,False,0.0508338956892766,0.0508338956892766
.*layers\.1\..*experts\.125\..*,1.0,125.0,0.152569,0.152569,1.0,False,0.1724626076527116,0.1724626076527116
.*layers\.1\..*experts\.126\..*,1.0,126.0,0.342705,0.342705,1.0,False,0.3743551596614394,0.3743551596614394
.*layers\.1\..*experts\.127\..*,1.0,127.0,0.180336,0.180336,1.0,False,0.2076052250209923,0.2076052250209923
.*layers\.2\..*experts\.0\..*,2.0,0.0,0.0468837,0.0468837,1.0,False,0.0532420989766351,0.0532420989766351
.*layers\.2\..*experts\.2\..*,2.0,2.0,0.119841,0.119841,1.0,False,0.1397379082364454,0.1397379082364454
.*layers\.2\..*experts\.4\..*,2.0,4.0,0.297342,0.297342,1.0,False,0.3122831850630287,0.3122831850630287
.*layers\.2\..*experts\.5\..*,2.0,5.0,0.164992,0.164992,1.0,False,0.1802042940139743,0.1802042940139743
.*layers\.2\..*experts\.6\..*,2.0,6.0,0.100873,0.100873,1.0,False,0.1087277687146201,0.1087277687146201
.*layers\.2\..*experts\.7\..*,2.0,7.0,0.316038,0.316038,1.0,False,0.3457812121381812,0.3457812121381812
.*layers\.2\..*experts\.8\..*,2.0,8.0,0.271643,0.271643,1.0,False,0.2711369194103568,0.2711369194103568
.*layers\.2\..*experts\.9\..*,2.0,9.0,0.349976,0.349976,1.0,False,0.3495854880365419,0.3495854880365419
.*layers\.2\..*experts\.10\..*,2.0,10.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.2\..*experts\.11\..*,2.0,11.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.2\..*experts\.12\..*,2.0,12.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.2\..*experts\.14\..*,2.0,14.0,0.147768,0.147768,1.0,False,0.1469932983402839,0.1469932983402839
.*layers\.2\..*experts\.15\..*,2.0,15.0,0.186791,0.186791,1.0,False,0.1945725143743247,0.1945725143743247
.*layers\.2\..*experts\.16\..*,2.0,16.0,0.231204,0.231204,1.0,False,0.2785502826511399,0.2785502826511399
.*layers\.2\..*experts\.17\..*,2.0,17.0,0.545167,0.545167,1.0,False,0.600008617259803,0.600008617259803
.*layers\.2\..*experts\.20\..*,2.0,20.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.2\..*experts\.21\..*,2.0,21.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.2\..*experts\.22\..*,2.0,22.0,0.0828713,0.0828713,1.0,False,0.0864186677480308,0.0864186677480308
.*layers\.2\..*experts\.23\..*,2.0,23.0,0.26633,0.26633,1.0,False,0.2964614250751639,0.2964614250751639
.*layers\.2\..*experts\.24\..*,2.0,24.0,0.103235,0.103235,1.0,False,0.1136944296262613,0.1136944296262613
.*layers\.2\..*experts\.25\..*,2.0,25.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.2\..*experts\.26\..*,2.0,26.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.2\..*experts\.27\..*,2.0,27.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.2\..*experts\.28\..*,2.0,28.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.2\..*experts\.29\..*,2.0,29.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.2\..*experts\.31\..*,2.0,31.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.2\..*experts\.32\..*,2.0,32.0,0.246053,0.246053,1.0,False,0.2558520675798693,0.2558520675798693
.*layers\.2\..*experts\.33\..*,2.0,33.0,0.729085,0.6318737089993338,0.866666724729399,True,0.7499999497534081,0.65
.*layers\.2\..*experts\.37\..*,2.0,37.0,0.0608952,0.0608952,1.0,False,0.0668932918757097,0.0668932918757097
.*layers\.2\..*experts\.38\..*,2.0,38.0,0.135146,0.135146,1.0,False,0.1551037825364124,0.1551037825364124
.*layers\.2\..*experts\.39\..*,2.0,39.0,0.231532,0.231532,1.0,False,0.267015530362902,0.267015530362902
.*layers\.2\..*experts\.40\..*,2.0,40.0,0.230402,0.230402,1.0,False,0.2695214298600624,0.2695214298600624
.*layers\.2\..*experts\.41\..*,2.0,41.0,0.0514869,0.0514869,1.0,False,0.0580440725793807,0.0580440725793807
.*layers\.2\..*experts\.43\..*,2.0,43.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.2\..*experts\.44\..*,2.0,44.0,0.139813,0.139813,1.0,False,0.154981124540573,0.154981124540573
.*layers\.2\..*experts\.45\..*,2.0,45.0,0.246413,0.246413,1.0,False,0.2769193643766485,0.2769193643766485
.*layers\.2\..*experts\.46\..*,2.0,46.0,0.205903,0.205903,1.0,False,0.2431447652759516,0.2431447652759516
.*layers\.2\..*experts\.47\..*,2.0,47.0,0.229799,0.229799,1.0,False,0.2400380650028938,0.2400380650028938
.*layers\.2\..*experts\.48\..*,2.0,48.0,0.212166,0.212166,1.0,False,0.2467756720256496,0.2467756720256496
.*layers\.2\..*experts\.49\..*,2.0,49.0,0.315696,0.315696,1.0,False,0.3549985560274181,0.3549985560274181
.*layers\.2\..*experts\.50\..*,2.0,50.0,0.259911,0.259911,1.0,False,0.2640309215949756,0.2640309215949756
.*layers\.2\..*experts\.51\..*,2.0,51.0,0.268371,0.268371,1.0,False,0.2746237821275965,0.2746237821275965
.*layers\.2\..*experts\.52\..*,2.0,52.0,0.134562,0.134562,1.0,False,0.14490158393753,0.14490158393753
.*layers\.2\..*experts\.53\..*,2.0,53.0,0.291686,0.291686,1.0,False,0.3137196529859443,0.3137196529859443
.*layers\.2\..*experts\.54\..*,2.0,54.0,0.312345,0.312345,1.0,False,0.319452106296026,0.319452106296026
.*layers\.2\..*experts\.57\..*,2.0,57.0,0.275122,0.275122,1.0,False,0.3101668945298558,0.3101668945298558
.*layers\.2\..*experts\.59\..*,2.0,59.0,0.132299,0.132299,1.0,False,0.1446810392772468,0.1446810392772468
.*layers\.2\..*experts\.60\..*,2.0,60.0,0.135707,0.135707,1.0,False,0.1557860034369181,0.1557860034369181
.*layers\.2\..*experts\.62\..*,2.0,62.0,0.101896,0.101896,1.0,False,0.1153063302769494,0.1153063302769494
.*layers\.2\..*experts\.63\..*,2.0,63.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.2\..*experts\.64\..*,2.0,64.0,0.233131,0.233131,1.0,False,0.2517953375244668,0.2517953375244668
.*layers\.2\..*experts\.65\..*,2.0,65.0,0.0722769,0.0722769,1.0,False,0.0798074776538449,0.0798074776538449
.*layers\.2\..*experts\.66\..*,2.0,66.0,0.608908,0.608908,1.0,False,0.6499951172384116,0.6499951172384116
.*layers\.2\..*experts\.67\..*,2.0,67.0,0.324635,0.324635,1.0,False,0.3620341082019296,0.3620341082019296
.*layers\.2\..*experts\.68\..*,2.0,68.0,0.394049,0.394049,1.0,False,0.4233724478933827,0.4233724478933827
.*layers\.2\..*experts\.69\..*,2.0,69.0,0.319088,0.319088,1.0,False,0.3436836094642646,0.3436836094642646
.*layers\.2\..*experts\.70\..*,2.0,70.0,0.148241,0.148241,1.0,False,0.159823948785326,0.159823948785326
.*layers\.2\..*experts\.71\..*,2.0,71.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.2\..*experts\.72\..*,2.0,72.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.2\..*experts\.73\..*,2.0,73.0,0.276973,0.276973,1.0,False,0.2800979999206009,0.2800979999206009
.*layers\.2\..*experts\.74\..*,2.0,74.0,0.29434,0.29434,1.0,False,0.3308950154883961,0.3308950154883961
.*layers\.2\..*experts\.75\..*,2.0,75.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.2\..*experts\.76\..*,2.0,76.0,0.242885,0.242885,1.0,False,0.2416182265529296,0.2416182265529296
.*layers\.2\..*experts\.77\..*,2.0,77.0,0.110606,0.110606,1.0,False,0.1299375624323572,0.1299375624323572
.*layers\.2\..*experts\.78\..*,2.0,78.0,0.569195,0.569195,1.0,False,0.6200048845578985,0.6200048845578985
.*layers\.2\..*experts\.80\..*,2.0,80.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.2\..*experts\.81\..*,2.0,81.0,0.209122,0.209122,1.0,False,0.2442119272988956,0.2442119272988956
.*layers\.2\..*experts\.82\..*,2.0,82.0,0.168725,0.168725,1.0,False,0.2010849504728799,0.2010849504728799
.*layers\.2\..*experts\.83\..*,2.0,83.0,0.678215,0.5877867728221184,0.8666673146747247,True,0.7499994392242153,0.65
.*layers\.2\..*experts\.84\..*,2.0,84.0,0.328385,0.328385,1.0,False,0.3593499596678167,0.3593499596678167
.*layers\.2\..*experts\.85\..*,2.0,85.0,0.0975363,0.0975363,1.0,False,0.1049879063996406,0.1049879063996406
.*layers\.2\..*experts\.86\..*,2.0,86.0,0.343623,0.343623,1.0,False,0.4001766931061495,0.4001766931061495
.*layers\.2\..*experts\.87\..*,2.0,87.0,0.188255,0.188255,1.0,False,0.20596698898495,0.20596698898495
.*layers\.2\..*experts\.88\..*,2.0,88.0,0.235363,0.235363,1.0,False,0.2452732350084638,0.2452732350084638
.*layers\.2\..*experts\.89\..*,2.0,89.0,0.176359,0.176359,1.0,False,0.2108853981097024,0.2108853981097024
.*layers\.2\..*experts\.90\..*,2.0,90.0,0.304098,0.304098,1.0,False,0.3181439653422943,0.3181439653422943
.*layers\.2\..*experts\.91\..*,2.0,91.0,0.35046,0.35046,1.0,False,0.3952507756049532,0.3952507756049532
.*layers\.2\..*experts\.92\..*,2.0,92.0,0.220736,0.220736,1.0,False,0.3121596220230245,0.3121596220230245
.*layers\.2\..*experts\.93\..*,2.0,93.0,0.202193,0.202193,1.0,False,0.2344073693087871,0.2344073693087871
.*layers\.2\..*experts\.94\..*,2.0,94.0,0.142792,0.142792,1.0,False,0.1463282546459386,0.1463282546459386
.*layers\.2\..*experts\.95\..*,2.0,95.0,0.229517,0.229517,1.0,False,0.2610557757091527,0.2610557757091527
.*layers\.2\..*experts\.96\..*,2.0,96.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.2\..*experts\.97\..*,2.0,97.0,0.220736,0.220736,1.0,False,0.2344850671642874,0.2344850671642874
.*layers\.2\..*experts\.99\..*,2.0,99.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.2\..*experts\.100\..*,2.0,100.0,0.340154,0.340154,1.0,False,0.3541208686492523,0.3541208686492523
.*layers\.2\..*experts\.101\..*,2.0,101.0,0.728653,0.6314990126321496,0.8666663180308729,True,0.7500003017041736,0.65
.*layers\.2\..*experts\.102\..*,2.0,102.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.2\..*experts\.104\..*,2.0,104.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.2\..*experts\.105\..*,2.0,105.0,0.646243,0.646243,1.0,False,0.5999992066131439,0.5999992066131439
.*layers\.2\..*experts\.106\..*,2.0,106.0,0.44213,0.44213,1.0,False,0.4619123846083236,0.4619123846083236
.*layers\.2\..*experts\.107\..*,2.0,107.0,0.353838,0.353838,1.0,False,0.4239920658556544,0.4239920658556544
.*layers\.2\..*experts\.108\..*,2.0,108.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.2\..*experts\.109\..*,2.0,109.0,0.541076,0.541076,1.0,False,0.5999902147665414,0.5999902147665414
.*layers\.2\..*experts\.110\..*,2.0,110.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.2\..*experts\.111\..*,2.0,111.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.2\..*experts\.112\..*,2.0,112.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.2\..*experts\.113\..*,2.0,113.0,0.121506,0.121506,1.0,False,0.1320304093608329,0.1320304093608329
.*layers\.2\..*experts\.115\..*,2.0,115.0,0.233135,0.233135,1.0,False,0.2552412786472266,0.2552412786472266
.*layers\.2\..*experts\.116\..*,2.0,116.0,0.280827,0.280827,1.0,False,0.2878977953198214,0.2878977953198214
.*layers\.2\..*experts\.117\..*,2.0,117.0,0.270238,0.270238,1.0,False,0.27402639767578,0.27402639767578
.*layers\.2\..*experts\.118\..*,2.0,118.0,0.0464015,0.0464015,1.0,False,0.048290623830766,0.048290623830766
.*layers\.2\..*experts\.119\..*,2.0,119.0,0.235963,0.235963,1.0,False,0.2391192419993996,0.2391192419993996
.*layers\.2\..*experts\.120\..*,2.0,120.0,0.167666,0.167666,1.0,False,0.1795303907582796,0.1795303907582796
.*layers\.2\..*experts\.121\..*,2.0,121.0,0.181744,0.181744,1.0,False,0.2014034654985748,0.2014034654985748
.*layers\.2\..*experts\.122\..*,2.0,122.0,0.332409,0.332409,1.0,False,0.3330907939084631,0.3330907939084631
.*layers\.2\..*experts\.123\..*,2.0,123.0,0.233887,0.233887,1.0,False,0.2677041404932572,0.2677041404932572
.*layers\.2\..*experts\.124\..*,2.0,124.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.2\..*experts\.125\..*,2.0,125.0,0.0916893,0.0916893,1.0,False,0.0970894831203878,0.0970894831203878
.*layers\.2\..*experts\.126\..*,2.0,126.0,0.145873,0.145873,1.0,False,0.1655494997978182,0.1655494997978182
.*layers\.2\..*experts\.127\..*,2.0,127.0,0.218854,0.218854,1.0,False,0.2583096247493611,0.2583096247493611
.*layers\.3\..*experts\.0\..*,3.0,0.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.3\..*experts\.1\..*,3.0,1.0,0.124231,0.124231,1.0,False,0.1269844188466821,0.1269844188466821
.*layers\.3\..*experts\.2\..*,3.0,2.0,0.204649,0.204649,1.0,False,0.2386167018008747,0.2386167018008747
.*layers\.3\..*experts\.3\..*,3.0,3.0,0.0928287,0.0928287,1.0,False,0.1057420009214401,0.1057420009214401
.*layers\.3\..*experts\.4\..*,3.0,4.0,0.136801,0.136801,1.0,False,0.1444109645251799,0.1444109645251799
.*layers\.3\..*experts\.5\..*,3.0,5.0,0.0885819,0.0885819,1.0,False,0.1023098788814958,0.1023098788814958
.*layers\.3\..*experts\.6\..*,3.0,6.0,0.231881,0.231881,1.0,False,0.2529836673240248,0.2529836673240248
.*layers\.3\..*experts\.7\..*,3.0,7.0,0.269416,0.269416,1.0,False,0.2570558968906178,0.2570558968906178
.*layers\.3\..*experts\.9\..*,3.0,9.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.3\..*experts\.10\..*,3.0,10.0,0.348818,0.348818,1.0,False,0.3524471578185756,0.3524471578185756
.*layers\.3\..*experts\.11\..*,3.0,11.0,0.346527,0.346527,1.0,False,0.3672889073709815,0.3672889073709815
.*layers\.3\..*experts\.12\..*,3.0,12.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.3\..*experts\.13\..*,3.0,13.0,0.196973,0.196973,1.0,False,0.2189865647877735,0.2189865647877735
.*layers\.3\..*experts\.14\..*,3.0,14.0,0.510866,0.510866,1.0,False,0.5999975514608878,0.5999975514608878
.*layers\.3\..*experts\.16\..*,3.0,16.0,0.271478,0.271478,1.0,False,0.2792267954588369,0.2792267954588369
.*layers\.3\..*experts\.17\..*,3.0,17.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.3\..*experts\.18\..*,3.0,18.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.3\..*experts\.19\..*,3.0,19.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.3\..*experts\.20\..*,3.0,20.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.3\..*experts\.21\..*,3.0,21.0,0.398103,0.398103,1.0,False,0.4354227976584747,0.4354227976584747
.*layers\.3\..*experts\.22\..*,3.0,22.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.3\..*experts\.23\..*,3.0,23.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.3\..*experts\.24\..*,3.0,24.0,0.203899,0.203899,1.0,False,0.2330521429576906,0.2330521429576906
.*layers\.3\..*experts\.25\..*,3.0,25.0,0.257623,0.257623,1.0,False,0.2729130353095352,0.2729130353095352
.*layers\.3\..*experts\.26\..*,3.0,26.0,0.376525,0.376525,1.0,False,0.3676421163552733,0.3676421163552733
.*layers\.3\..*experts\.27\..*,3.0,27.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.3\..*experts\.28\..*,3.0,28.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.3\..*experts\.29\..*,3.0,29.0,0.177567,0.177567,1.0,False,0.1986676138357858,0.1986676138357858
.*layers\.3\..*experts\.30\..*,3.0,30.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.3\..*experts\.31\..*,3.0,31.0,0.198909,0.198909,1.0,False,0.2170952789067982,0.2170952789067982
.*layers\.3\..*experts\.32\..*,3.0,32.0,0.0546158,0.0546158,1.0,False,0.0616769661863694,0.0616769661863694
.*layers\.3\..*experts\.33\..*,3.0,33.0,0.253596,0.253596,1.0,False,0.2894109218423978,0.2894109218423978
.*layers\.3\..*experts\.34\..*,3.0,34.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.3\..*experts\.35\..*,3.0,35.0,0.13438,0.13438,1.0,False,0.1499394831990305,0.1499394831990305
.*layers\.3\..*experts\.36\..*,3.0,36.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.3\..*experts\.37\..*,3.0,37.0,0.129387,0.129387,1.0,False,0.1544286801095077,0.1544286801095077
.*layers\.3\..*experts\.38\..*,3.0,38.0,0.439281,0.439281,1.0,False,0.4429228821396969,0.4429228821396969
.*layers\.3\..*experts\.39\..*,3.0,39.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.3\..*experts\.40\..*,3.0,40.0,0.0822948,0.0822948,1.0,False,0.0900189181016555,0.0900189181016555
.*layers\.3\..*experts\.41\..*,3.0,41.0,0.230173,0.230173,1.0,False,0.2567027392995966,0.2567027392995966
.*layers\.3\..*experts\.42\..*,3.0,42.0,0.181948,0.181948,1.0,False,0.1903094544257969,0.1903094544257969
.*layers\.3\..*experts\.43\..*,3.0,43.0,0.316234,0.316234,1.0,False,0.345020412131083,0.345020412131083
.*layers\.3\..*experts\.44\..*,3.0,44.0,0.145326,0.145326,1.0,False,0.159131500207581,0.159131500207581
.*layers\.3\..*experts\.45\..*,3.0,45.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.3\..*experts\.46\..*,3.0,46.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.3\..*experts\.47\..*,3.0,47.0,0.206475,0.206475,1.0,False,0.2427602401729339,0.2427602401729339
.*layers\.3\..*experts\.48\..*,3.0,48.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.3\..*experts\.49\..*,3.0,49.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.3\..*experts\.50\..*,3.0,50.0,0.157622,0.157622,1.0,False,0.1825489805234708,0.1825489805234708
.*layers\.3\..*experts\.51\..*,3.0,51.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.3\..*experts\.52\..*,3.0,52.0,0.622727,0.622727,1.0,False,0.599996378277742,0.599996378277742
.*layers\.3\..*experts\.53\..*,3.0,53.0,0.159311,0.159311,1.0,False,0.1775272543400236,0.1775272543400236
.*layers\.3\..*experts\.55\..*,3.0,55.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.3\..*experts\.56\..*,3.0,56.0,0.204608,0.204608,1.0,False,0.2375907211359772,0.2375907211359772
.*layers\.3\..*experts\.57\..*,3.0,57.0,0.620232,0.577479584213497,0.9310702837220539,True,0.6981213033688014,0.65
.*layers\.3\..*experts\.59\..*,3.0,59.0,0.074467,0.074467,1.0,False,0.0844088578711203,0.0844088578711203
.*layers\.3\..*experts\.60\..*,3.0,60.0,0.470685,0.470685,1.0,False,0.5408328304528589,0.5408328304528589
.*layers\.3\..*experts\.61\..*,3.0,61.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.3\..*experts\.62\..*,3.0,62.0,0.344484,0.344484,1.0,False,0.3395549839579952,0.3395549839579952
.*layers\.3\..*experts\.64\..*,3.0,64.0,0.379979,0.379979,1.0,False,0.3791896319056427,0.3791896319056427
.*layers\.3\..*experts\.65\..*,3.0,65.0,0.144629,0.144629,1.0,False,0.1624297010122176,0.1624297010122176
.*layers\.3\..*experts\.66\..*,3.0,66.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.3\..*experts\.67\..*,3.0,67.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.3\..*experts\.68\..*,3.0,68.0,0.555742,0.555742,1.0,False,0.5999856922548669,0.5999856922548669
.*layers\.3\..*experts\.69\..*,3.0,69.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.3\..*experts\.70\..*,3.0,70.0,0.299862,0.299862,1.0,False,0.3010130289003894,0.3010130289003894
.*layers\.3\..*experts\.71\..*,3.0,71.0,0.077285,0.077285,1.0,False,0.0886127151279178,0.0886127151279178
.*layers\.3\..*experts\.72\..*,3.0,72.0,0.533223,0.533223,1.0,False,0.6200092415807037,0.6200092415807037
.*layers\.3\..*experts\.73\..*,3.0,73.0,0.240557,0.240557,1.0,False,0.2643570540035821,0.2643570540035821
.*layers\.3\..*experts\.75\..*,3.0,75.0,0.213226,0.213226,1.0,False,0.2348978211970962,0.2348978211970962
.*layers\.3\..*experts\.76\..*,3.0,76.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.3\..*experts\.77\..*,3.0,77.0,0.274731,0.274731,1.0,False,0.2843069872905191,0.2843069872905191
.*layers\.3\..*experts\.78\..*,3.0,78.0,0.0583406,0.0583406,1.0,False,0.0638431698046934,0.0638431698046934
.*layers\.3\..*experts\.79\..*,3.0,79.0,0.219246,0.219246,1.0,False,0.2429893139927984,0.2429893139927984
.*layers\.3\..*experts\.80\..*,3.0,80.0,0.238387,0.238387,1.0,False,0.2700832126459421,0.2700832126459421
.*layers\.3\..*experts\.81\..*,3.0,81.0,0.0481462,0.0481462,1.0,False,0.0534785737962843,0.0534785737962843
.*layers\.3\..*experts\.82\..*,3.0,82.0,0.202775,0.202775,1.0,False,0.2351258738937028,0.2351258738937028
.*layers\.3\..*experts\.84\..*,3.0,84.0,0.261899,0.261899,1.0,False,0.2877536060137521,0.2877536060137521
.*layers\.3\..*experts\.85\..*,3.0,85.0,0.0457669,0.0457669,1.0,False,0.0503378508149036,0.0503378508149036
.*layers\.3\..*experts\.86\..*,3.0,86.0,0.361031,0.361031,1.0,False,0.4059479448179569,0.4059479448179569
.*layers\.3\..*experts\.87\..*,3.0,87.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.3\..*experts\.88\..*,3.0,88.0,0.458124,0.458124,1.0,False,0.5165275443120603,0.5165275443120603
.*layers\.3\..*experts\.89\..*,3.0,89.0,0.247887,0.247887,1.0,False,0.2468807693025424,0.2468807693025424
.*layers\.3\..*experts\.90\..*,3.0,90.0,0.232341,0.232341,1.0,False,0.2442900766369023,0.2442900766369023
.*layers\.3\..*experts\.91\..*,3.0,91.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.3\..*experts\.92\..*,3.0,92.0,0.316297,0.316297,1.0,False,0.3563845328087026,0.3563845328087026
.*layers\.3\..*experts\.93\..*,3.0,93.0,0.248946,0.248946,1.0,False,0.2812164408666478,0.2812164408666478
.*layers\.3\..*experts\.94\..*,3.0,94.0,0.337212,0.337212,1.0,False,0.3968592784726943,0.3968592784726943
.*layers\.3\..*experts\.96\..*,3.0,96.0,0.637626,0.637626,1.0,False,0.6000013436257311,0.6000013436257311
.*layers\.3\..*experts\.97\..*,3.0,97.0,0.10914,0.10914,1.0,False,0.1244745486341033,0.1244745486341033
.*layers\.3\..*experts\.98\..*,3.0,98.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.3\..*experts\.99\..*,3.0,99.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.3\..*experts\.100\..*,3.0,100.0,0.518942,0.518942,1.0,False,0.600004339763611,0.600004339763611
.*layers\.3\..*experts\.101\..*,3.0,101.0,0.330859,0.330859,1.0,False,0.3936308277783132,0.3936308277783132
.*layers\.3\..*experts\.103\..*,3.0,103.0,0.0518964,0.0518964,1.0,False,0.0602473153495555,0.0602473153495555
.*layers\.3\..*experts\.104\..*,3.0,104.0,0.0775684,0.0775684,1.0,False,0.084412791575387,0.084412791575387
.*layers\.3\..*experts\.105\..*,3.0,105.0,0.225159,0.225159,1.0,False,0.2270548888474608,0.2270548888474608
.*layers\.3\..*experts\.106\..*,3.0,106.0,0.193759,0.193759,1.0,False,0.2006653981426006,0.2006653981426006
.*layers\.3\..*experts\.107\..*,3.0,107.0,0.172537,0.172537,1.0,False,0.1900997014663442,0.1900997014663442
.*layers\.3\..*experts\.108\..*,3.0,108.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.3\..*experts\.109\..*,3.0,109.0,0.320808,0.320808,1.0,False,0.3680831558330165,0.3680831558330165
.*layers\.3\..*experts\.110\..*,3.0,110.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.3\..*experts\.111\..*,3.0,111.0,0.157609,0.157609,1.0,False,0.1843727180690502,0.1843727180690502
.*layers\.3\..*experts\.112\..*,3.0,112.0,0.252367,0.252367,1.0,False,0.2625531771776085,0.2625531771776085
.*layers\.3\..*experts\.114\..*,3.0,114.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.3\..*experts\.115\..*,3.0,115.0,0.224676,0.224676,1.0,False,0.2598948674902486,0.2598948674902486
.*layers\.3\..*experts\.118\..*,3.0,118.0,0.0,0.0,1.0,False,0.0,0.0
.*layers\.3\..*experts\.119\..*,3.0,119.0,0.157646,0.157646,1.0,False,0.1805241362704642,0.1805241362704642
.*layers\.3\..*experts\.120\..*,3.0,120.0,0.192165,0.192165,1.0,False,0.2075559693610477,0.2075559693610477
.*layers\.3\..*experts\.121\..*,3.0,121.0,0.281025,0.281025,1.0,False,0.2911533312038342,0.2911533312038342
.*layers\.3\..*experts\.122\..*,3.0,122.0,0.22838,0.22838,1.0,False,0.2585550551065203,0.2585550551065203
.*layers\.3\..*experts\.123\..*,3.0,123.0,0.326503,0.326503,1.0,False,0.3639302004152293,0.3639302004152293
.*layers\.3\..*experts\.124\..*,3.0,124.0,0.151402,0.151402,1.0,False,0.1756286525273943,0.1756286525273943
.*layers\.3\..*experts\.125\..*,3.0,125.0,0.462281,0.462281,1.0,False,0.4819344260527377,0.4819344260527377
.*layers\.3\..*experts\.126\..*,3.0,126.0,0.0850773,0.0850773,1.0,False,0.0997686588217521,0.0997686588217521
